#http://www.quotenet.com/stock-price/DG
#DG,Dollar General Corporation,XNYS,US2566771059
#Date,Open,High,Low,Close,Volume,Adj Close
2010-11-10,28.60,29.23,28.379999,29.059999,1348500,28.975389
2010-11-11,28.809999,29.85,28.780001,29.68,644500,29.593585
2010-11-12,29.51,29.67,28.82,29.02,827000,28.935507
2010-11-15,29.129999,29.459999,28.74,28.879999,340600,28.795913
2010-11-16,28.77,29.379999,28.74,29.16,987500,29.075099
2010-11-17,29.17,30.09,29.110001,29.709999,1210000,29.623496
2010-11-18,29.93,30.440001,29.92,30.08,1848400,29.99242
2010-11-19,30.139999,30.98,30.059999,30.959999,1335500,30.869857
2010-11-22,30.780001,32.23,30.65,31.98,1280400,31.886888
2010-11-23,31.74,33.73,31.74,33.279999,2483600,33.183102
2010-11-24,33.50,33.580002,32.950001,33.009998,1068800,32.913887
2010-11-26,32.75,33.419998,32.720001,32.740002,272600,32.644677
2010-11-29,32.540001,33.09,32.34,32.779999,1306600,32.684558
2010-11-30,32.509998,33.07,32.400002,32.84,706100,32.744384
2010-12-01,33.209999,33.509998,32.23,32.310001,1296500,32.215929
2010-12-02,32.450001,32.48,31.889999,31.93,1709300,31.837034
2010-12-03,31.77,33.68,31.57,33.43,2580900,33.332667
2010-12-06,31.92,32.00,30.58,30.99,4422300,30.89977
2010-12-07,31.51,31.799999,31.280001,31.60,2586000,31.507995
2010-12-08,31.49,31.700001,30.700001,30.84,1819000,30.750207
2010-12-09,31.01,31.51,30.77,30.83,11532700,30.740236
2010-12-10,30.83,31.34,30.83,31.07,1460800,30.979537
2010-12-13,31.209999,31.219999,30.91,31.00,1340600,30.909741
2010-12-14,30.950001,31.00,30.290001,30.50,2136900,30.411197
2010-12-15,30.41,30.84,30.280001,30.51,1168600,30.421168
2010-12-16,30.65,30.91,30.50,30.700001,1488200,30.610616
2010-12-17,30.719999,30.790001,30.59,30.66,1272400,30.570731
2010-12-20,30.879999,31.24,30.77,30.99,1151700,30.89977
